variant,gate,topN,n_dates,ex20_mean_%,ex20_t,ex63_mean_%,ex63_t,top20_minus_univ20_%,hit20,hit63,ann_ret_20d_chain_%,mdd_20d_chain_%,turnover,pick_vol63_%,pick_ext_atr,pick_atr_%,ex20_2022_%,ex20_2023_%,ex20_2024_%,ex20_2025_%,ex20_2026_%
V0_current_like,none,20,224,-0.7007364108031899,-1.5314257437035979,-1.7442940686584747,-1.2251781339308412,-0.6023745328444985,0.45334821428571426,0.4232142857142857,4.386733399437603,-12.551970687680624,0.36210762331838564,23.47169189836282,1.0530724449821496,2.031379177750396,0.719202399413423,-2.1199947398963945,-0.5467520990059922,-0.8415844816913036,-0.7295212483708821
V0_current_like,none,50,224,-0.6482656745122921,-1.5330390558599056,-1.7485230926989805,-1.3550628230654556,-0.5499037965536007,0.4516964285714286,0.42276785714285714,5.866125449618376,-14.632143006330944,0.32,25.90298183904927,0.9518902523522533,2.229206959883926,0.5734062728694131,-1.7252767420758062,-0.6236392205770958,-0.8076273427171734,-0.6689441444050142
V0_current_like,ext<=2,20,224,-0.6650114289461021,-1.463717235120107,-1.6841129864441977,-1.1995550808368187,-0.5666495509874104,0.4609375,0.4283482142857143,3.9280816128463902,-15.729537429534846,0.4946188340807175,24.217677742061568,0.49976874335120675,2.098546176576455,0.50254823605098,-1.9165411155136727,-0.45653097806825393,-0.975705153790412,-0.27712956324412086
V0_current_like,ext<=2,50,224,-0.6735341845433773,-1.581618714142055,-1.8816614062699033,-1.4837732039677733,-0.5751723065846858,0.4532142857142857,0.42160714285714285,4.5513787945479445,-16.344313693586386,0.44529147982062783,27.12102694384567,0.40439863278746063,2.33434277214985,0.544443860581427,-1.7274060558058784,-0.628669108578905,-0.9719547164977504,-0.48718151344421645
V0_current_like,ext<=3,20,224,-0.6289863570987636,-1.3729352984843763,-1.6629410513227643,-1.1617560781637866,-0.530624479140072,0.4571428571428572,0.42790178571428567,4.340307928765252,-12.544263451882276,0.41412556053811655,23.68498247061718,0.8427348232107159,2.048029456896869,0.815079125964822,-2.0267091133549,-0.4785183414261347,-0.9178166299767133,-0.43727900210319987
V0_current_like,ext<=3,50,224,-0.6616530347806157,-1.5497805455341258,-1.8622029095502486,-1.4414289085229464,-0.5632911568219242,0.45205357142857144,0.4213392857142857,4.719355503696376,-15.701373955286325,0.3674439461883408,26.18133135830392,0.7301327074904584,2.2540238867069484,0.5808991142426734,-1.7433194165658334,-0.662586908851649,-0.9417854094707067,-0.4112770316075885
V0_current_like,atr<=1.75xMed,20,224,-0.709267229573793,-1.5529610425291402,-1.7520450771103895,-1.2311620723116163,-0.6109053516151014,0.453125,0.42299107142857145,4.386733399437603,-12.551970687680624,0.36210762331838564,23.469418733507805,1.0531375826339298,2.0308160842854006,0.719202399413423,-2.1199947398963945,-0.5467520990059922,-0.8415844816913036,-0.8091422235631763
V0_current_like,atr<=1.75xMed,50,224,-0.6564183801460768,-1.5544551241845113,-1.7354885523973098,-1.3452769136805713,-0.5580565021873853,0.45151785714285714,0.4225892857142857,5.637573204194424,-14.632143006330933,0.3203587443946188,25.77624874266619,0.9504594114775219,2.217023982518383,0.5486848027529638,-1.7349700861561819,-0.6210216848593229,-0.8063548215899339,-0.6814428191707274
V0_current_like,ext<=2&atr<=1.75xMed,20,224,-0.6676873396275387,-1.4718908446320513,-1.6725150204009986,-1.1912060378356226,-0.5693254616688472,0.4611607142857143,0.42857142857142855,4.201974926222851,-14.737992730087157,0.4946188340807175,24.198344265573184,0.500311771925728,2.0948941275955666,0.511157077779122,-1.9011884611488685,-0.45653097806825393,-0.975705153790412,-0.35202451313116784
V0_current_like,ext<=2&atr<=1.75xMed,50,224,-0.7016508963840994,-1.663099753701854,-1.8112868550344847,-1.4215413500756153,-0.6032890184254078,0.45321428571428574,0.42312500000000003,3.3806102856132725,-16.3443136935864,0.4438565022421525,26.765586051612228,0.40330637917390044,2.30110121404138,0.536721071496636,-1.7257454331225157,-0.6229875517638466,-1.065761746980018,-0.5533799071479616
V1_raw_RS,none,20,224,0.4182785014477252,0.38839701497775136,2.259657767051302,0.765201211609867,0.5166403794064167,0.4595982142857143,0.44308035714285715,11.951934689041499,-34.48155087695507,0.2596412556053812,88.4519753743304,0.6776984770527065,6.840147782945,1.1430999531167367,-0.8513425649094554,1.336386864522104,-1.0654102335993005,2.7315701403244264
V1_raw_RS,none,50,224,0.49376900287828057,0.5908331323558803,1.4543810698708282,0.635333527539902,0.5921308808369723,0.4708035714285715,0.4530357142857143,16.27510205397298,-29.941089520381205,0.24529147982062782,70.07270752556093,0.7482845767190517,5.662740836481459,0.8407092461260088,-1.050746433931612,1.1633603292161554,0.4086995687335949,1.7709633807303127
V1_raw_RS,ext<=2,20,224,0.28933030176046304,0.27301842288390443,2.261612306554708,0.7560357988955517,0.38769217971915454,0.4582589285714286,0.4466517857142857,11.968012870884316,-34.77012106354604,0.3591928251121076,85.01159108912911,0.1698312429174797,6.746271638488898,1.4631339373870627,-1.2427284702021044,1.0138513454707974,-1.1384772888313734,2.500875475130192
V1_raw_RS,ext<=2,50,224,0.3179124234676584,0.41199160231139575,1.0370842543955605,0.46961479474216244,0.4162743014263501,0.4653571428571429,0.4467857142857143,18.529935779267227,-28.853795677365024,0.3472645739910314,66.88049635159174,0.2142698547469905,5.53269001491213,0.9316562738884984,-1.2658964237315966,0.8519185643368519,0.057529213677664365,1.7688333936743583
V1_raw_RS,ext<=3,20,224,0.40949764066846567,0.3830486556576318,2.363046266325694,0.7795167784012458,0.5078595186271572,0.4611607142857143,0.44419642857142855,11.50295914713848,-35.47369491305384,0.29686098654708515,86.70378547383038,0.4358438380181101,6.794736709288495,1.376768302618677,-0.920941309968569,0.8466148176326408,-0.8014268527214583,2.7781968179863243
V1_raw_RS,ext<=3,50,224,0.3949469513717969,0.48512465127973564,1.3108582390496728,0.5722941166454492,0.4933088293304884,0.4677678571428571,0.45142857142857146,14.769302376508463,-28.219951339135584,0.2825112107623318,68.51623963653047,0.5025013039345414,5.604567429273463,0.7772854040077781,-1.059325840376549,0.6820098803713125,0.49448341481515573,1.8227280902665681
V1_raw_RS,atr<=1.75xMed,20,224,0.45856490119149634,0.6349636049481012,1.6066012059086223,0.7223336452245763,0.5569267791501878,0.4883928571428572,0.47477678571428567,10.404229898504024,-27.749384519347366,0.37533632286995516,51.90940326215959,1.0188874909321362,3.9398066777124408,1.2495198891625836,-0.6351517570404539,0.8432223357343396,0.19099016888966544,0.8453960845661859
V1_raw_RS,atr<=1.75xMed,50,224,0.14485782115461288,0.23655971254083008,0.892655824029309,0.49783025896255373,0.24321969911330443,0.48107142857142854,0.466875,12.400230837432025,-22.803035687403785,0.30825112107623315,46.12386290411637,0.9061134291772509,3.6829266848828572,0.6268838620871471,-0.9495182778254038,0.2495293865967561,0.2649139035816207,0.9524045090261372
V1_raw_RS,ext<=2&atr<=1.75xMed,20,224,0.31541096631166204,0.45099388966635745,1.1243026282881505,0.4908938762444942,0.4137728442703537,0.48995535714285715,0.4660714285714286,19.525168955939943,-25.664485407445024,0.4632286995515695,50.191106430101506,0.4201676541766144,3.8894401672006964,1.328416813878999,-0.6273550653761999,0.41102454215656803,0.019953787617136613,0.5854188558327966
V1_raw_RS,ext<=2&atr<=1.75xMed,50,224,0.06362393353266932,0.11302123887149641,0.4323819388478017,0.2479500583066983,0.16198581149136076,0.4791964285714286,0.4624107142857143,16.150015820876938,-22.247312818877763,0.4026905829596412,44.596329218810304,0.34916928250578744,3.6140107563273367,0.6868493813115453,-1.1429215596693558,0.009227137794623128,0.4224816322690108,0.6445804802511148
