variant,gate,topN,n_dates,ex20_mean_%,ex20_t,ex63_mean_%,ex63_t,top20_minus_univ20_%,hit20,hit63,ann_ret_20d_chain_%,mdd_20d_chain_%,turnover,pick_vol63_%,pick_ext_atr,pick_atr_%,ex20_2022_%,ex20_2023_%,ex20_2024_%,ex20_2025_%,ex20_2026_%
V0_current_like,none,20,224,-0.7007364108031899,-1.5314257437035979,-1.7442940686584747,-1.2251781339308412,-0.6023745328444985,0.45334821428571426,0.4232142857142857,4.386733399437603,-12.551970687680624,0.36210762331838564,23.47169189836282,1.0530724449821496,2.031379177750396,0.719202399413423,-2.1199947398963945,-0.5467520990059922,-0.8415844816913036,-0.7295212483708821
V0_current_like,atr<=1.75xMed,20,224,-0.709267229573793,-1.5529610425291402,-1.7520450771103895,-1.2311620723116163,-0.6109053516151014,0.453125,0.42299107142857145,4.386733399437603,-12.551970687680624,0.36210762331838564,23.469418733507805,1.0531375826339298,2.0308160842854006,0.719202399413423,-2.1199947398963945,-0.5467520990059922,-0.8415844816913036,-0.8091422235631763
V0_current_like,atr<=2.5xMed,20,224,-0.7007364108031899,-1.5314257437035979,-1.7442940686584747,-1.2251781339308412,-0.6023745328444985,0.45334821428571426,0.4232142857142857,4.386733399437603,-12.551970687680624,0.36210762331838564,23.47169189836282,1.0530724449821496,2.031379177750396,0.719202399413423,-2.1199947398963945,-0.5467520990059922,-0.8415844816913036,-0.7295212483708821
A_prod_like_rawM_T_R,none,20,224,-0.4525654330152897,-0.7972618303658692,-0.07781253634851304,-0.04308301738237221,-0.3542035550565981,0.4607142857142857,0.45133928571428567,12.936292652335467,-19.930487664681607,0.3654708520179372,37.88045702960603,1.046791918650027,2.9627672301281476,0.09637870294279746,-1.5151164868116291,1.4676867565895444,-1.6565743204528656,-0.8747245670340532
A_prod_like_rawM_T_R,atr<=1.75xMed,20,224,-0.2849786114979851,-0.5384017208589342,0.1638389030899677,0.10019395678107296,-0.18661673353929373,0.4671875,0.4595982142857143,12.374746047485473,-18.97283317891808,0.36502242152466363,33.72781010643542,1.0402075514957627,2.650681827896268,0.020950676053555745,-1.3652245676681947,1.5385225511855045,-0.9022606647836591,-1.1847753631212095
A_prod_like_rawM_T_R,atr<=2.5xMed,20,224,-0.34864059718070595,-0.6140980000497305,0.08123320346964391,0.04851598392011773,-0.2502787192220142,0.4654017857142857,0.45736607142857144,13.154282409423136,-19.822519687530395,0.36457399103139004,35.69456994452716,1.0392456506306758,2.76647977017554,0.0894560774835412,-1.5321516202196688,1.6000202478051424,-1.14683595353811,-1.1924971393759731
A_like_rawM_T_noR,none,20,224,0.42296581715540904,0.47262311996411405,2.1945991734990518,0.7817564741802828,0.5213276951141006,0.4799107142857143,0.4616071428571429,14.76970445243866,-36.92004872777812,0.2908071748878924,64.16513933065013,1.0566378555848421,5.322359432818251,0.6558858935968039,-1.0447631197821408,1.327059293351168,0.1022634625530993,1.780086106536044
A_like_rawM_T_noR,atr<=1.75xMed,20,224,0.15597821066818707,0.22045047867390993,1.2728791457276039,0.6012854508699407,0.2543400886268787,0.48482142857142857,0.4694196428571429,12.05882180108162,-21.133016007617112,0.34573991031390133,44.600160322916,1.1161638179000908,3.6139192148288717,0.42165842198907016,-0.8445852264059664,1.276383045768508,-0.13348770630940224,-0.044137815101524355
A_like_rawM_T_noR,atr<=2.5xMed,20,224,0.4775800904527763,0.6035970464779006,2.5899540471555857,1.048546064984564,0.5759419684114678,0.4883928571428572,0.47767857142857145,16.827223324703343,-26.428059199469867,0.310762331838565,52.52653629087438,1.099816343299342,4.256157539863037,0.5760336066612182,-0.9037946916868376,1.904350462102915,0.5165996521316298,0.09660370004065089
V16a_Mvs_T30_resid15,none,20,224,-0.07643220870635462,-0.11486891191078985,1.348716783374573,0.527761376759646,0.021929669252336827,0.47031249999999997,0.45156250000000003,10.772241176256525,-34.628565700401836,0.3134529147982063,48.561712344257394,0.8344074125455061,4.177706713510702,0.33438192514399184,-1.2595122912808252,0.21868773484288812,-0.3607077430915301,1.5098626653770966
V16a_Mvs_T30_resid15,atr<=1.75xMed,20,224,-0.179573685849563,-0.31170009528753573,0.8482298140570147,0.4815260231512103,-0.08121180789087144,0.4758928571428571,0.46383928571428573,9.93229577069914,-22.230172850297436,0.3383408071748879,35.27071884322131,0.8641284377342723,3.014797688451128,0.09588765218322523,-1.3055083091959185,0.8125385677284581,-0.19853712670032173,-0.43514770129476066
V16a_Mvs_T30_resid15,atr<=2.5xMed,20,224,-0.018909935739646125,-0.030037607243274856,1.395827811561031,0.641773403141771,0.07945194221904538,0.47834821428571433,0.4633928571428572,13.703653914858505,-28.30784258972051,0.323542600896861,40.334128436587655,0.8577276054377583,3.450938044230336,0.3380536536166452,-1.531629550843615,0.8587977042038645,0.27918370617416965,-0.06067088596808148
V16b_Mvs70_T30,none,20,224,-0.17749195680281724,-0.2502947653750862,2.0485824352962756,0.7950312463853259,-0.07913007884412587,0.47098214285714285,0.4573660714285714,11.8255282064335,-30.56117017043174,0.2997757847533632,50.08943390313107,0.7451933063068401,4.350064637454623,0.7017142682348209,-1.2985867070226744,0.25144877410340877,-1.2993321191279008,1.7699829527827584
V16b_Mvs70_T30,atr<=1.75xMed,20,224,-0.012358607587867882,-0.020997001468368075,1.3355263620459714,0.7386143904038216,0.08600327037082359,0.4790178571428572,0.47812499999999997,12.060827406139673,-21.123257797797066,0.3334080717488789,36.08903576141818,0.8033579790387202,3.103213615939939,0.27829764959719777,-1.1762707807848285,1.2409106187178804,-0.20946979807712818,-0.39340469051410387
V16b_Mvs70_T30,atr<=2.5xMed,20,224,0.09683017466047461,0.1465436949963708,2.1981909247625917,1.004486557392953,0.19519205261916595,0.48058035714285713,0.4779017857142857,17.26723619678352,-23.24304849760236,0.31031390134529147,42.03482499664761,0.7671352819470842,3.617020677297416,0.6166490196951788,-1.3252933814172287,1.143326810110108,-0.14537973069143537,0.30103430162979844
V16c_Mvs60_T20_resid10_52w10,none,20,224,-0.38045697593325173,-0.5656526641024651,0.8652950691440466,0.37275721696389813,-0.28209509797456017,0.46696428571428567,0.4571428571428572,9.277155891735767,-31.522671896827205,0.35224215246636775,41.958809562349686,1.2024812375399139,3.5473184932302133,0.1518196595459369,-1.4799224651197824,0.433538785194875,-0.5785603710945743,-0.4819226264737981
V16c_Mvs60_T20_resid10_52w10,atr<=1.75xMed,20,224,-0.23300532572195745,-0.39764890976158485,0.8574869513829844,0.498613113236024,-0.13464344776326598,0.47477678571428567,0.47031249999999997,9.626137516586898,-21.998487375673438,0.355829596412556,34.42663149048356,1.1488939475503825,2.9292708833054104,-0.10228641996931431,-1.1791515287611143,0.8327813180274124,-0.07411998649957408,-1.0855984208995395
